ISBN,Mean_Rating,Title,Author,Year,Publisher
0312983298,2.8433734939759034,Full Speed (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
0312983301,3.7288135593220337,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
0312983336,2.6842105263157894,I Think I Love You,Stephanie Bond,2002.0,St. Martin's Paperbacks
0312983379,3.5,In Harm's Way: The Sinking of the Uss Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,2002.0,St. Martin's Press
0312983387,2.111111111111111,Killing the Shadows (St. Martin's Minotaur Mysteries),Val McDermid,2002.0,St. Martin's Paperbacks
0312983395,2.2,The Sunbird,Wilbur Smith,2002.0,St. Martin's Paperbacks
0312983417,1.40625,Starting Over,Robin Pilcher,2003.0,St. Martin's Paperbacks
0312983433,3.25,The Viking Funeral (A Shane Scully Novel),Stephen J. Cannell,2002.0,St. Martin's Paperbacks
0312983484,1.6363636363636365,Lead Me On,Julie Ortolon,2003.0,St. Martin's Paperbacks
0312983603,4.466666666666667,The Mermaids Singing (A Dr. Tony Hill & Carol Jordan Mystery),Val McDermid,2002.0,St. Martin's Minotaur
0312983654,2.6,The Wire in the Blood (A Dr. Tony Hill & Carol Jordan Mystery),Val McDermid,2002.0,St. Martin's Minotaur
0312983743,2.2,Knock Me Off My Feet,Susan Donovan,2002.0,St. Martin's Paperbacks
0312983751,4.3076923076923075,Take a Chance on Me,Susan Donovan,2003.0,St. Martin's Paperbacks
031298376X,0.5882352941176471,The Chase,Brenda Joyce,2003.0,St. Martin's Paperbacks
0312983824,2.6260162601626016,Faking It,Jennifer Crusie,2003.0,St. Martin's Paperbacks
0312983832,1.3823529411764706,Nobody Knows,Mary Jane Clark,2003.0,St. Martin's Paperbacks
0312983867,3.45,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003.0,St. Martin's Paperbacks
0312984235,1.8,I'll Be Watching You,Tina Wainscott,2003.0,St. Martin's Paperbacks
0312984596,2.3,Absolute Pleasure,Cheryl Holt,2003.0,St. Martin's Paperbacks
031298460X,2.9,Complete Abandon,Cheryl Holt,2003.0,St. Martin's Paperbacks
0312984618,1.1333333333333333,Black for Remembrance,Carlene Thompson,2002.0,St. Martin's Paperbacks
0312984685,3.4,The Good Sister,Diana Diamond,2003.0,St. Martin's Paperbacks
0312984820,3.689655172413793,Night Embrace (Dark-Hunter),Sherrilyn Kenyon,2003.0,St. Martin's Paperbacks
0312984839,2.72,Dance With The Devil: A Dark-Hunter Novel,Sherrilyn Kenyon,2003.0,St. Martin's Paperbacks
0312985207,2.7419354838709675,Stephen Coonts' Deep Black (Deep Black),Stephen Coonts,2003.0,St. Martin's Paperbacks
0312986289,1.25,Blackwater Sound (A Thorn Mystery),James W. Hall,2002.0,St. Martin's Paperbacks
0312986319,3.7857142857142856,The Last Temptation (A Dr. Tony Hill & Carol Jordan Mystery),Val McDermid,2003.0,St. Martin's Paperbacks
0312986343,2.9195402298850577,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004.0,St. Martin's Paperbacks
0312986734,2.875,The Secret Ingredient,Jane Heller,2003.0,St. Martin's Paperbacks
0312986769,2.8,In the Bleak Midwinter (A Rev. Clare Ferguson Mystery),Julia Spencer-Fleming,2003.0,St. Martin's Minotaur
0312987625,3.466666666666667,Midnight Pleasures,Amanda Ashley,2003.0,St. Martin's Paperbacks
0312988249,2.05,Compulsion (Frank Clevenger),Keith Ablow,2003.0,St. Martin's Paperbacks
0312989202,2.2,Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy),Maureen Child,2003.0,St. Martin's Paperbacks
0312989377,2.25,Summer in Tuscany,Elizabeth Adler,2003.0,St. Martin's Paperbacks
0312989385,2.1724137931034484,The Janson Directive,Robert Ludlum,2003.0,St. Martin's Paperbacks
0312989393,1.9387755102040816,Queen Bee of Mimosa Branch,Haywood Smith,2003.0,St. Martin's Paperbacks
0312989431,2.230769230769231,Deadly Caress (A Francesca Cahill Romance),Brenda Joyce,2003.0,St. Martin's Paperbacks
0312989709,2.1538461538461537,Liberty : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,2004.0,St. Martin's Paperbacks
0312990456,3.857142857142857,One for the Money (A Stephanie Plum Novel),Janet Evanovich,2003.0,St. Martin's Paperbacks
0312991460,3.097560975609756,To the Nines (A Stephanie Plum Novel),Janet Evanovich,2004.0,St. Martin's Paperbacks
0312992416,4.631578947368421,Kiss of the Night (A Dark-Hunter Novel),Sherrilyn Kenyon,2004.0,St. Martin's Paperbacks
0312993536,2.2162162162162162,Sons of Fortune,Jeffrey Archer,2003.0,St. Martin's Paperbacks
0312993560,2.933333333333333,The Tea Rose,Jennifer Donnelly,2004.0,St. Martin's Press
0312995423,2.919254658385093,Digital Fortress : A Thriller,Dan Brown,2003.0,St. Martin's Press
0312995458,0.0,Robert Ludlum's The Altman Code (A Covert-One Novel),Gayle Lynds,2004.0,St. Martin's Paperbacks
0312995466,3.1,With a Vengeance,Eileen Dreyer,2004.0,St. Martin's Paperbacks
0312998368,1.0588235294117647,Night Pleasures (A Dark-Hunter Novel),Sherrilyn Kenyon,2004.0,St. Martin's Paperbacks
0316037370,1.1764705882352942,The Cat Who Came for Christmas (Cat Who... (Hardcover)),Cleveland Amory,1987.0,Little Brown & Co
0316037397,0.35294117647058826,The Cat and the Curmudgeon,Cleveland Amory,1990.0,Little Brown & Co
0316037443,2.0,The Best Cat Ever,Cleveland Amory,1993.0,Little Brown & Co
0316037451,1.8709677419354838,The Cat and the Curmudgeon,Cleveland Amory,1991.0,"Little, Brown"
0316037621,1.8235294117647058,The Best Cat Ever,Cleveland Amory,1994.0,"Little, Brown"
0316038172,0.5384615384615384,Man of the Hour,Peter Blauner,1999.0,Little Brown & Co
0316058211,2.6923076923076925,The Cat Who Came for Christmas,Cleveland Amory,2001.0,Back Bay Books
0316058432,1.8,Mr. Popper's Penguins,Richard Atwater,1992.0,"Little, Brown"
0316085251,2.4285714285714284,The Boys of My Youth,Jo Ann Beard,1999.0,Back Bay Books
0316089699,2.018867924528302,Sea Glass: A Novel,Anita Shreve,2003.0,Back Bay Books
0316096199,3.369811320754717,Lucky : A Memoir,Alice Sebold,2002.0,Back Bay Books
0316103098,6.625,Bloom County Babylon : Five Years of Basic Naughtiness (Bloom County),Berkeley Breathed,1986.0,"Little, Brown"
0316107093,2.7222222222222223,Toons for Our Times: A Bloom County Book of Heavy Metal Rump 'N Roll,Berke Breathed,1984.0,Little Brown & Co
0316107107,4.157894736842105,Bloom County: Loose Tails,Berke Breathed,1983.0,Little Brown & Co
0316107255,3.4210526315789473,Penguin Dreams and Stranger Things (A Bloom County Book),Berke Breathed,1985.0,Little Brown & Co
0316107298,4.913043478260869,Billy and the Boingers Bootleg (Bloom County Book),Berke Breathed,1987.0,Little Brown & Co
0316107352,4.24,Tales Too Ticklish to Tell: Bloom County,Berke Breathed,1988.0,Little Brown & Co
0316107387,5.190476190476191,Night of the Mary Kay Commandos Featuring Smell O-Toons,Berke Breathed,1989.0,Little Brown & Co
0316107417,5.2631578947368425,Happy Trails,Berke Breathed,1990.0,Little Brown & Co
0316143464,4.2894736842105265,Dress Your Family in Corduroy and Denim,David Sedaris,2004.0,"Little, Brown"
0316150460,4.8,Cats and Their Women,Louise Taylor,1992.0,"Little, Brown"
0316152196,2.5384615384615383,Angels Flight (Detective Harry Bosch Mysteries),Michael Connelly,1999.0,Little Brown & Co
0316153915,3.4054054054054053,Chasing the Dime,Michael Connelly,2002.0,"Little, Brown"
0316153990,2.5853658536585367,Blood Work (Blood Work),Michael Connelly,1998.0,"Little, Brown"
0316154059,5.212121212121212,City of Bones,Michael Connelly,2002.0,Warner Books
0316154067,2.9655172413793105,Void Moon,Michael Connelly,1999.0,"Little, Brown"
0316154075,1.8484848484848484,A Darkness More Than Night,Michael Connelly,2001.0,Little Brown and Company
0316154601,3.04,Lost Light,Michael Connelly,2003.0,"Little, Brown"
0316155306,5.357142857142857,The Narrows: A Novel,Michael Connelly,2004.0,"Little, Brown"
0316158720,3.6923076923076925,The Archivist,Martha Cooley,1998.0,Little Brown & Co
0316168688,3.051546391752577,The Dogs of Babel (Today Show Book Club #12),Carolyn Parkhurst,2003.0,"Little, Brown"
0316168815,3.8676470588235294,The Lovely Bones,Alice Sebold,2004.0,Back Bay Books
0316171476,0.0,Masquerade,Janet Dailey,1991.0,"Little, Brown"
0316171530,0.3888888888888889,Aspen Gold,Janet Dailey,1992.0,"Little, Brown"
0316171565,2.4615384615384617,Tangled Vines,Janet Dailey,1992.0,Little Brown & Co
0316171638,1.6,Tangled Vines,Janet Dailey,1993.0,"Little, Brown"
0316182540,3.1578947368421053,White Oleander : A Novel,Janet Fitch,2001.0,"Little, Brown"
0316184152,1.3636363636363635,Final Harvest : Poems,Emily Dickinson,1964.0,Back Bay Books
0316196614,3.0833333333333335,This Body : A Novel of Reincarnation,Laurel Doud,2000.0,Back Bay Books
0316198951,4.4,Jim the Boy : A Novel,Tony Earley,2001.0,Back Bay Books
0316199648,1.25,Jim the Boy : A Novel,Tony Earley,2000.0,"Little, Brown"
0316235024,4.533333333333333,The Gift of Fear : Survival Signals That Protect Us from Violence,Gavin De Becker,1997.0,"Little, Brown"
0316284955,3.1630434782608696,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000.0,Back Bay Books
0316287555,2.923076923076923,Day of Confession,Allan Folsom,1998.0,"Little, Brown"
0316290238,2.8823529411764706,The Collector (Back Bay Books),John Fowles,1997.0,Back Bay Books
0316291161,3.857142857142857,The French Lieutenant's Woman (French Lieutenant's Woman),John Fowles,1998.0,Back Bay Books
0316313068,5.3,In the Land of Dreamy Dreams,Ellen Gilchrist,1985.0,Little Brown & Co
0316313076,2.5,Victory Over Japan : A Book of Stories,Ellen Gilchrist,1985.0,Back Bay Books
0316314641,0.7619047619047619,Rhoda : A Life in Stories Tag: Winner of the National Book Award for Fiction,Ellen Gilchrist,1995.0,Back Bay Books
0316316962,4.85,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2000.0,"Little, Brown"
0316346624,2.260869565217391,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,2002.0,Back Bay Books
0316353299,1.8333333333333333,Blue Highways : A Journey into America,William Least Heat-Moon,1999.0,Back Bay Books
0316418374,1.1,Dairy Queen Days : A Novel,Robert Inman,1998.0,Back Bay Books
0316540838,3.9444444444444446,The Hottest State: A Novel,Ethan Hawke,1996.0,Little Brown & Co
0316548189,4.7272727272727275,Long Walk to Freedom : The Autobiography of Nelson Mandela Tag: The International Bestseller,Nelson Mandela,1995.0,Back Bay Books
0316569321,3.346341463414634,White Oleander : A Novel,Janet Fitch,1999.0,"Little, Brown"
0316570826,5.181818181818182,The Man in My Basement: A Novel,Walter Mosley,2004.0,"Little, Brown"
0316592382,2.4,Fearless Jones,Walter Mosley,2001.0,"Little, Brown"
0316601950,3.2569444444444446,The Pilot's Wife : A Novel,Anita Shreve,1999.0,Back Bay Books
0316602051,2.3917525773195876,The Jester,James Patterson,2003.0,"Little, Brown"
0316602906,3.0408163265306123,The Big Bad Wolf: A Novel,James Patterson,2003.0,"Little, Brown"
0316603287,3.2209302325581395,The Lake House,James Patterson,2003.0,"Little, Brown"
0316603570,3.9324324324324325,3rd Degree,James Patterson,2004.0,"Little, Brown"
0316604917,2.9285714285714284,How to Be Your Dog's Best Friend : A Training Manual for Dog Owners,New Skete Monks,1978.0,"Little, Brown"
0316655880,2.6,Honeymoon: A Novel,Amy Jenkins,2001.0,Back Bay Books
0316666009,3.4489795918367347,1st to Die: A Novel,James Patterson,2001.0,Little Brown and Company
0316666343,4.013001083423618,The Lovely Bones: A Novel,Alice Sebold,2002.0,"Little, Brown"
0316678104,2.6707317073170733,Fortune's Rocks : A Novel,Anita Shreve,2001.0,Back Bay Books
0316690619,3.25,Cradle and All,James Patterson,2000.0,Little Brown and Company
0316693006,4.262626262626263,Four Blind Mice,James Patterson,2002.0,"Little, Brown"
0316693200,3.55,2nd Chance,James Patterson,2002.0,"Little, Brown"
0316693235,3.2916666666666665,Violets Are Blue,James Patterson,2001.0,"Little, Brown"
0316693251,3.253012048192771,Roses Are Red,James Patterson,2000.0,Little Brown and Company
0316693286,2.5945945945945947,Pop Goes the Weasel,James Patterson,1999.0,Replica Books
0316693294,3.390625,Cat and Mouse,James Patterson,1997.0,Replica Books
0316693324,2.507936507936508,When the Wind Blows,James Patterson,1998.0,Replica Books
0316693642,3.6666666666666665,Along Came a Spider,James Patterson,1993.0,Replica Books
0316693707,3.0,Kiss the Girls,James Patterson,1995.0,Little Brown and Company
0316693715,2.814814814814815,Jack and Jill: A Novel,James Patterson,1996.0,Little Brown & Co
0316693863,2.3043478260869565,Hide and Seek,James Patterson,1996.0,Little Brown & Co
0316710571,5.354838709677419,Sam's Letters to Jennifer,James Patterson,2004.0,"Little, Brown"
0316713732,2.230769230769231,The Last Time They Met: A Novel,Anita Shreve,2003.0,"Little, Brown"
0316734357,1.0833333333333333,The A-List,Zoey Dean,2003.0,"Little, Brown"
0316734500,1.3333333333333333,The Bookseller of Kabul,Asne Seierstad,2003.0,"Little, Brown"
0316734837,3.0555555555555554,Fortune's Rocks : A Novel,Anita Shreve,2002.0,"Little, Brown"
0316735027,3.7560975609756095,The True and Outstanding Adventures of the Hunt Sisters: A Novel,Elisabeth Robinson,2004.0,"Little, Brown"
0316735698,3.0,Forever: A Novel,Pete Hamill,2003.0,Back Bay Books
0316735736,3.870967741935484,All He Ever Wanted: A Novel,Anita Shreve,2004.0,Back Bay Books
0316748641,3.0,Pasquale's Nose: Idle Days in an Italian Town,Michael Rips,2002.0,Back Bay Books
0316769029,2.7,Franny and Zooey,J.D. Salinger,2001.0,Back Bay Books
0316769177,4.384615384615385,The Catcher in the Rye,J.D. Salinger,2001.0,Back Bay Books
0316769487,4.285211267605634,The Catcher in the Rye,J.D. Salinger,1991.0,"Little, Brown"
0316769495,2.4791666666666665,Franny and Zooey,J.D. Salinger,1991.0,"Little, Brown"
0316769509,4.153846153846154,Nine Stories,J.D. Salinger,1991.0,"Little, Brown"
0316776963,3.347517730496454,Me Talk Pretty One Day,David Sedaris,2001.0,Back Bay Books
0316777722,3.4819277108433737,Me Talk Pretty One Day,David Sedaris,2000.0,"Little, Brown"
0316777730,4.45,Naked,David Sedaris,1998.0,Back Bay Books
0316779237,4.264150943396227,Holidays on Ice : Stories,David Sedaris,1998.0,Back Bay Books
0316779423,3.260869565217391,Barrel Fever : Stories and Essays (Barrel Fever),David Sedaris,1995.0,Back Bay Books
0316779490,3.883720930232558,Naked,David Sedaris,1997.0,Little Brown & Co
0316779989,2.6666666666666665,Holidays on Ice: Stories,David Sedaris,1997.0,"Little, Brown"
0316780375,2.056338028169014,The Weight of Water : A Novel Tag: Author of Resistance and Strange Fits of Passion,Anita Shreve,1998.0,Back Bay Books
0316780812,4.04,Sea Glass: A Novel,Anita Shreve,2002.0,"Little, Brown"
0316781010,2.4757281553398056,Fortune's Rocks: A Novel,Anita Shreve,1999.0,Back Bay Books
0316781142,3.642857142857143,The Last Time They Met : A Novel,Anita Shreve,2001.0,"Little, Brown"
0316781266,2.606451612903226,The Last Time They Met : A Novel,Anita Shreve,2002.0,Back Bay Books
0316781460,2.230769230769231,Live from New York: An Uncensored History of Saturday Night Live,Tom Shales,2002.0,"Little, Brown"
0316782262,2.823529411764706,All He Ever Wanted,Anita Shreve,2003.0,"Little, Brown"
0316782505,2.676470588235294,The Weight of Water,Anita Shreve,2001.0,"Little, Brown"
0316785261,1.975,The Fig Eater : A Novel,Jody Shields,2001.0,Back Bay Books
0316785644,2.1818181818181817,The Fig Eater,Jody Shields,2000.0,Little Brown and Company
0316788228,3.195876288659794,The Pilot's Wife,Anita Shreve,2001.0,"Little, Brown"
0316789089,3.382978723404255,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999.0,"Little, Brown"
0316789844,2.574074074074074,Resistance : A Novel,Anita Shreve,1997.0,Back Bay Books
0316789976,2.9545454545454546,The Weight of Water : A Novel Tag - Author of Resistance and Strange Fits of Passion,Anita Shreve,1997.0,"Little, Brown"
0316800945,3.0,The Stone Flower Garden: A Novel,Deborah Smith,2002.0,"Little, Brown"
0316809063,3.090909090909091,Maniac Magee,Jerry Spinelli,1999.0,"Little, Brown"
0316812404,2.1333333333333333,Revolution from Within: A Book of Self-Esteem,Gloria Steinem,1992.0,Little Brown & Co
0316812471,2.4814814814814814,Revolution from Within : A Book of Self-Esteem,Gloria Steinem,1993.0,"Little, Brown"
0316815837,3.5,These Granite Islands,Sarah Stonich,2001.0,Little Brown and Company
0316825336,0.0,Evening News: A Novel,Marly A. Swick,1999.0,Little Brown & Co
0316852570,0.4375,The Hope : A Novel,Herman Wouk,1994.0,"Little, Brown"
0316890642,0.45454545454545453,Evening News : A Novel,Marly Swick,2000.0,"Little, Brown"
0316890804,1.2,All the Finest Girls : A Novel,Alexandra Styron,2001.0,Little Brown and Company
0316898163,1.5,"River, Cross My Heart : A Novel",Breena Clarke,2000.0,"Little, Brown"
0316899984,2.2838709677419353,"River, Cross My Heart",Breena Clarke,1999.0,Little Brown & Company
0316899992,4.2,"River, Cross My Heart",Breena Clarke,1999.0,Little Brown and Company
0316910333,3.3076923076923075,Gossip Girl #1 : A Novel by Cecily von Ziegesar (Gossip Girl),Cecily Von Ziegesar,2002.0,"Little, Brown"
0316911488,3.6875,You Know You Love Me: A Gossip Girl Novel,Cecily von Ziegesar,2002.0,"Little, Brown"
0316912123,3.1666666666666665,"All I Want Is Everything (Gossip Girl, 3)",Cecily von Ziegesar,2003.0,"Little, Brown"
0316920045,0.0,Infinite Jest : A Novel,David Foster Wallace,1996.0,"Little, Brown"
0316926051,1.8461538461538463,A Handful of Dust,Evelyn Waugh,1999.0,Back Bay Books
0316926086,3.210526315789474,The Loved One,Evelyn Waugh,1999.0,Back Bay Books
0316926345,1.6875,Brideshead Revisited,Evelyn Waugh,1999.0,Back Bay Books
0316929190,2.8333333333333335,All Too Human : A Political Education,George Stephanopoulos,1999.0,"Little, Brown"
0316952664,1.0909090909090908,The Winds of War,Herman Wouk,2002.0,Back Bay Books
0316955124,1.8,Don't Stop the Carnival : A Novel,Herman Wouk,1992.0,Back Bay Books
0316955191,0.5,The Hope: A Novel,Herman Wouk,1993.0,Little Brown and Company
0316969443,3.3043478260869565,Suzanne's Diary for Nicholas,James Patterson,2001.0,"Little, Brown"
0316969680,3.3185840707964602,The Beach House,James Patterson,2002.0,"Little, Brown"
0316989797,2.2,An Open Heart: Practicing Compassion in Everyday Life,The Dalai Lama,2001.0,"Little, Brown"
0330244078,1.0,Tinker Tailor Soldier Spy,John le Carre,1995.0,Pan Macmillan
0330246631,2.4761904761904763,Vet in harness,James Herriot,1976.0,Pan Books
0330253603,3.619047619047619,Wilt,Tom Sharpe,1978.0,Pan Books in association with Secker & Warburg
033026012X,2.5,The Throwback,Tom Sharpe,1997.0,Pan Publishing
0330266357,2.5833333333333335,Ancestral Vices,Tom Sharpe,1997.0,Pan Publishing
0330269828,2.230769230769231,Vintage Stuff,Tom Sharpe,1997.0,Pan Publishing
0330327917,2.1333333333333333,The Ice House,Minette Walters,1995.0,Macmillan Pub Ltd
0330329286,0.0,Girls Night Out,Kathy Lette,1995.0,Macmillan Pub Ltd
0330330373,1.3461538461538463,The Sculptress,Minette Walters,1995.0,Macmillan Pub Ltd
0330331973,3.05,River God,Wilbur Smith,1994.0,St. Martin's Press
0330332775,4.095744680851064,Bridget Jones's Diary,Helen Fielding,1997.0,Picador (UK)
0330334026,2.5714285714285716,Mad Cows,Kathy Lette,1997.0,Pan Books - Macmillan UK
0330335278,2.0,Foetal Attraction,Kathy Lette,1995.0,McClelland & Stewart Ltd
0330336630,1.9473684210526316,The Scold's Bridle,Minette Walters,1995.0,Macmillan Pub Ltd
0330341634,4.416666666666667,The Daughters of Cain,Colin Dexter,1995.0,Macmillan Pub Ltd
0330347772,3.5,Come to Grief,Dick Francis,1996.0,Macmillan Pub Ltd
033035034X,3.3333333333333335,Death Is Now My Neighbour,Colin Dexter,1997.0,Pan Publishing
0330352253,4.466666666666667,To the Hilt,Dick Francis,1997.0,Pan Publishing
0330375253,2.65,Bridget Jones's Diary,Helen Fielding,2001.0,Picador
0330376136,0.9166666666666666,Once,James Herbert,2002.0,Pan
0330392611,4.181818181818182,The Idea of Perfection,Kate Grenville,2000.0,Picador (UK)
0330400967,3.1,Exodus,Julie Bertangna,2003.0,MacMillan
0330482076,3.3333333333333335,Third Time Lucky (The Princess Diaries),Meg Cabot,2001.0,Pan Macmillan
0330484907,1.5625,Give Me Ten Seconds,John Sergeant,2002.0,Pan Macmillan
0330487612,4.533333333333333,Bridget Jones' Diary (Film Tie-in),Helen Fielding,2001.0,Pan Macmillan
0330491199,3.8461538461538463,The Hitch Hiker's Guide to the Galaxy (The Hitch Hiker's Guide to the Galaxy),Douglas Adams,2002.0,Pan Macmillan
0340230282,1.5,Shall We Tell the President,Jeffrey Archer,1978.0,Trafalgar Square
0340401486,2.25,A Matter of Honour,Jeffrey Archer,1987.0,Hodder & Stoughton General Division
034066049X,1.3,Well Groomed,Fiona Walker,1997.0,Coronet Books
0340682272,1.1818181818181819,Snap Happy,Fiona Walker,1999.0,Trafalgar Square
034068948X,1.4333333333333333,Does My Bum Look Big in This?,Arabella Weir,1999.0,Trafalgar Square
0340693096,0.9090909090909091,The Talk of the Town,Ardal O'Hanlon,1999.0,Scepter/Lir
0340718153,1.9375,My Legendary Girlfriend,Mike Gayle,2002.0,Trafalgar Square
0340750626,2.769230769230769,The Evidence Exposed,Elizabeth George,1999.0,Not Avail
0340767960,2.625,Dinner for Two,Mike Gayle,2002.0,Flame
0340786051,6.2,One Hundred Ways for a Cat to Train Its Human,Celia Haddon,2002.0,Hodder & Stoughton
0340792655,2.125,Turning Thirty,Mike Gayle,2001.0,Hodder & Stoughton General Division
0345253736,3.8,White Dragon,Anne Mccaffrey,1979.0,Ballantine Books
0345257170,2.272727272727273,Illearth War Covenant 2,Stephen Donaldson,1978.0,Ballantine Books
0345257189,2.210526315789474,Power That Preserves Covenant 3,stephen R Donaldson,1979.0,Ballantine Books
0345257553,3.0714285714285716,Ordinary People,Judith Guest,1977.0,Not Avail
0345260090,0.38461538461538464,Ringworld Engineers,Larry Niven,1981.0,Ballantine Books
0345260317,1.1666666666666667,The Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,1978.0,Ballantine Books
0345260406,2.0,Lauren Bacall By Myself,Lauren Bacall,1979.0,Ballantine Books
0345260627,1.2666666666666666,Splinter of the Mind's Eye,Alan Dean Foster,1978.0,Ballantine Books
0345260791,2.423076923076923,Star wars: From the adventures of Luke Skywalker : a novel,George Lucas,1976.0,Ballantine Books
0345272463,2.076923076923077,Dinosaur Planet Survivors,Anne McCaffrey,1990.0,Del Rey Books
0345272552,0.625,The Silmarillion,J. R. R. Tolkien,1979.0,Not Avail
0345272579,4.235294117647059,The Hobbit,J. R. R. Tolkien,1977.0,Ballantine Books
0345272587,4.823529411764706,The Fellowship of the Ring,J. R. R. Tolkien,1977.0,Not Avail
0345272595,3.1818181818181817,The Two Towers,J. R. R. Tolkien,1977.0,Not Avail
0345274563,2.5833333333333335,Her Majesty's Wizard,Christopher Stasheff,1996.0,Del Rey Books
0345274695,1.8333333333333333,Harpist In the Wind,Patricia A. McKillip,1980.0,Ballantine Books
0345278313,2.4444444444444446,Wounded Land Covenant 1 (Wounded Land),Stephen R Donaldson,1987.0,Ballantine Books
0345279255,0.7272727272727273,Castle Roogna,Piers Anthony,1979.0,Ballantine Books
0345282132,2.3125,Split Infinity,Piers Anthony,1980.0,Ballantine Books
0345282140,0.8666666666666667,Blue Adept,Piers Anthony,1982.0,Ballantine Books
0345282159,2.0,Juxtaposition (Apprentice Adept (Paperback)),Piers Anthony,1983.0,Ballantine Books
034528349X,2.8,Dragon's Egg,Robert L. Forward,1981.0,Del Rey Books
0345283929,2.9545454545454546,Empire Strikes Back Wars,Donald F Glut,1980.0,Ballantine Books
0345284267,4.6,Dragonflight 1,Anne Mccaffrey,1979.0,Ballantine Books
0345284941,0.0,SS/GB,Deighton,1979.0,Not Avail
0345285549,1.9574468085106382,Elfstones of Shannara,Terry Brooks,1990.0,Del Rey Books
0345285859,3.3333333333333335,Shibumi,Trevanian,1980.0,Not Avail
0345285980,2.9130434782608696,Crystal singer,Anne McCaffrey,1982.0,Ballantine
0345288238,3.3,Broca's Brain,Sagan,1980.0,Not Avail
0345288963,0.0,The Bleeding Heart,Marilyn French,1981.0,Ballantine Books
0345291328,1.6666666666666667,Ordinary People,Guest,1980.0,Not Avail
0345292340,2.1666666666666665,Fahrenheit 451,Ray Bradbury,1979.0,Del Rey Books
0345294459,1.3125,Chameleon,William Diehl,1988.0,Ballantine Books
0345295161,1.7,Lammas Night,Katherine Kurtz,1988.0,Ballantine Books
0345295250,3.5833333333333335,White Dragon,Anne McCaffrey,1979.0,Del Rey Books
0345295684,5.4375,Dragonflight,Anne Mccaffrey,1980.0,Ballantine Books
0345296044,2.9444444444444446,The Hobbit: Or There and Back Again,J. R. R. Tolkien,1981.0,Ballantine Books
0345296052,4.3076923076923075,The Fellowship of the Ring (Lord of the Rings (Paperback)),J. R. R. Tolkien,1981.0,Ballantine Books
0345296060,3.5,The Two Towers (Lord of the Rings (Paperback)),J. R. R. Tolkien,1981.0,Ballantine Books
0345296087,4.583333333333333,The Return of the King (Lord of the Rings (Paperback)),J. R. R. Tolkien,1981.0,Ballantine Books
0345296532,1.2727272727272727,Side Effects,Woody Allen,1981.0,Ballantine Books
0345296567,2.8,Illearth War,Stephen R Donaldson,1981.0,Ballantine Books
0345296575,4.916666666666667,Lord Foul Bane,Stephen R Donaldson,1981.0,Ballantine Books
0345296583,1.9166666666666667,The Power That Preserves,Stephen R. Donaldson,1981.0,Not Avail
0345296710,2.4285714285714284,The Armies of Daylight (Darwath Trilogy),Barbara Hambly,1995.0,Del Rey Books
0345297709,2.625,Centaur Aisle,Piers Anthony,1982.0,Ballantine Books
0345298349,1.3924050632911393,Gorky Park,Martin Cruz Smith,1993.0,Ballantine Books
0345298616,0.0,Company of Women,Mary Gordon,1982.0,Ballantine Books
034529873X,3.25,Moreta: Dragonlady of Pern,Anne McCaffrey,1991.0,Del Rey Books
0345300203,1.2826086956521738,The Outside Man,Richard North Patterson,1995.0,Ballantine Books
0345300556,1.375,Heechee Rendezvous,Frederick Pohl,1985.0,Del Rey Books
0345300742,4.2,Source of Magic,Piers Anthony,1981.0,Ballantine Books
0345300777,3.4,"Magician's Gambit (Eddings, David. , the Belgariad, Bk. 3.)",David Eddings,1983.0,Ballantine Books
0345300785,2.65,"Enchanters' End Game (The Belgariad, Book 5)",David Eddings,1984.0,Ballantine Books
0345300793,3.3846153846153846,"Queen of Sorcery (Eddings, David. , the Belgariad, Bk. 2.)",David Eddings,1982.0,Ballantine Books
0345300807,2.4375,"Castle of Wizardry (The Belgariad, Book 4)",David Eddings,1984.0,Ballantine Books
0345300971,3.3,Bishops Heir Kelson 1 (Histories of King Kelson),Katherine Kurtz,1985.0,Ballantine Books
0345300998,3.3,The Quest for Saint Camber (Quest for Saint Camber),Katherine Kurtz,1987.0,Del Rey Books
0345301110,3.3773584905660377,Story of O,Pauline Reage,1989.0,Ballantine Books
0345301293,3.3846153846153846,Blade Runner,Philip K. Dick,1982.0,Del Rey Books
0345301870,2.0,"Ogre, Ogre",Piers Anthony,1982.0,Del Rey Books
0345302575,3.3,The Smoke Ring,Larry Niven,1990.0,Del Rey Books
